BLOCKGR GISJOIN Adopted Week
09091571.00: G09000901571 1 2
09091842.00: G09000901842 1 2
51594327.00: G51005904327 1 200
12050143.00: G12010500143 1 581
12090652.03: G1200090065231 1 529
55759615.09: G5500750961597 0 842
51594301.00: G51005904301 1 2
01270205.00: G01012700205 1 99
48210216.01: G4801210021610 1 325
06133451.09: G0600130345198 1 372
12830015.00: G12008300015 1 240
12950178.00: G1200950017801 1 272
17670018.00: G17016700018 1 424
51100043.00: G51071000043 0 842
51853211.00: G51008503211 1 200
41419504.00: G41004109504 1 424
17079533.00: G17010709533 1 529
08219942.00: G08012109942 0 842
37810127.00: G3700810012705 1 581
34030193.00: G3400030019301 1 301
01250112.00: G01012500112 1 240
39130910.00: G39011300910 1 153
17379522.00: G17013709522 0 842
32030055.00: G3200030005501 1 301
34030352.00: G34000300352 1 99
31119605.00: G31011109605 1 464
37010214.00: G37000100214 1 581
09010727.00: G09000100727 1 99
17579534.00: G17005709534 1 372
42293103.00: G42002903103 1 529
29770037.00: G29007700037 0 842
49451311.00: G49004501311 0 842
16519601.00: G16005109601 0 842
26172859.00: G26001702859 1 281
17312604.00: G17003102604 1 240
12030208.00: G12010300208 1 240
51100033.00: G51071000033 0 842
13339902.00: G13023309902 1 581
06790102.00: G06007900102 1 464
18459576.00: G18004509576 0 842
16550004.00: G16005500004 1 633
06373020.00: G0600370302002 1 153
31090004.00: G31010900004 1 372
48319612.00: G48023109612 1 341
25092055.00: G25000902055 1 99
45790104.00: G4500790010404 1 372
17010021.00: G17020100021 1 281
42010277.00: G42010100277 1 325
28279504.00: G28002709504 0 842
41510056.00: G41005100056 0 842
01210110.00: G01012100110 1 341
25173101.00: G25001703101 1 240
18030102.00: G18000300102 0 842
13150015.00: G13021500015 0 842
01970067.00: G01009700067 0 842
26635807.00: G26016305807 1 240
17635006.00: G17016305006 0 842
17610212.00: G17016100212 1 325
31090036.00: G3101090003604 1 372
17635014.00: G17016305014 1 272
13210079.00: G13012100079 1 424
34230067.00: G3400230006701 1 325
51700003.00: G51077000003 1 529
12270904.00: G12012700904 1 281
25250407.00: G25002500407 1 99
20770010.00: G20017700010 1 99
08410022.00: G08004100022 1 200
41470008.00: G41004700008 1 99
41510050.00: G41005100050 0 842
40139962.00: G40001309962 1 372
39230002.00: G39002300002 1 424
22190006.00: G22001900006 1 240
42010352.00: G42010100352 1 301
45450021.00: G4500450002107 1 424
08410037.00: G0800410003703 1 200
37810145.00: G3700810014501 1 478
54919647.00: G54009109647 0 842
39459939.00: G39014509939 0 842
26550317.00: G26015500317 0 842
18210401.00: G18002100401 1 272
18319691.00: G18003109691 0 842
17179571.00: G17011709571 0 842
21270105.00: G21022700105 1 247
51610311.00: G51016100311 1 581
41179910.00: G41001709910 0 842
19810207.00: G19018100207 1 464
51100004.00: G51071000004 1 272
35010047.00: G3500010004706 1 424
08039817.00: G08000309817 0 842
23310303.00: G23003100303 1 529
26299813.00: G26002909813 0 842
13890231.00: G1300890023103 1 464
41510003.00: G4100510000302 1 153
40091044.00: G40010901044 1 99
22210204.00: G22012100204 1 200
36790112.00: G36007900112 1 281
05250103.00: G05012500103 1 464
06590626.00: G0600590062604 1 99
48010542.09: G4802010054297 1 633
39450315.00: G39004500315 1 424
06610218.00: G0600610021801 1 281
40430075.01: G4001430007516 1 247
42359708.00: G42003509708 0 842
22119604.00: G22011109604 0 842
36790119.00: G36007900119 1 325
53050120.00: G53000500120 0 842
45230209.00: G45002300209 0 842
45559702.00: G45005509702 0 842
45259503.00: G45002509503 0 842
26614127.00: G26016104127 1 99
45259507.00: G45002509507 0 842
45830206.00: G4500830020601 1 633
45719504.00: G45007109504 0 842
06070026.00: G06010700026 0 842
25250512.00: G25002500512 1 2
45450018.00: G4500450001803 1 424
45450017.00: G45004500017 1 424
44090501.00: G4400090050103 1 478
40310020.00: G4000310002001 1 153
31739781.00: G31017309781 0 842
12690307.00: G1200690030702 1 478
39450301.00: G39004500301 0 842
49351103.00: G49003501103 1 325
34130098.00: G34001300098 0 842
12570072.00: G12005700072 1 372
20730024.00: G20017300024 1 301
41670317.00: G4100670031702 1 200
36119535.00: G36011109535 1 325
06375551.00: G0600370555102 1 424
06670008.00: G06006700008 1 200
06670011.00: G06006700011 1 99
40310003.00: G40003100003 1 153
26635186.00: G26016305186 0 842
41710310.00: G41007100310 0 842
06375326.00: G0600370532602 1 200
17311911.00: G17003101911 1 341
19530019.00: G19015300019 0 842
41599517.00: G41005909517 1 325
42512611.00: G42005102611 0 842
25173121.00: G25001703121 1 240
26992611.00: G26009902611 1 478
11010001.00: G11000100001 1 424
30130011.00: G30001300011 0 842
05119501.00: G05001109501 0 842
04210014.00: G04002100014 1 581
37879808.00: G37008709808 0 842
12170213.00: G1201170021304 1 301
26251704.00: G26012501704 1 99
28839506.00: G28008309506 1 424
39490093.08: G3900490009381 1 153
42479907.00: G42004709907 0 842
39739653.00: G39007309653 0 842
30130012.00: G30001300012 0 842
20090439.00: G2002090043904 1 424
06670042.00: G0600670004203 1 240
06670042.00: G0600670004202 0 842
39490057.00: G39004900057 1 99
25214180.00: G2500210418002 1 99
40310007.00: G40003100007 1 153
09093481.02: G0900090348121 1 153
20730097.00: G20017300097 1 99
12850010.00: G12008500010 1 200
18095105.00: G18010905105 0 842
41510043.00: G41005100043 1 153
17311909.00: G17003101909 1 341
17310702.00: G17003100702 1 153
17311906.00: G17003101906 1 341
49050009.00: G49000500009 1 99
50179593.00: G50001709593 0 842
48350016.00: G48013500016 1 425
12250096.00: G12002500096 1 153
36019601.00: G36010109601 0 842
09093511.00: G09000903511 1 2
09093524.00: G09000903524 1 372
50070007.00: G50000700007 1 153
33059710.00: G33000509710 1 99
33150620.00: G33001500620 1 464
12110802.00: G12001100802 1 582
36019605.00: G36010109605 0 842
09010729.00: G09000100729 1 99
35010003.00: G35000100003 1 272
28219502.00: G28002109502 1 325
31550075.00: G3100550007503 1 341
25138133.00: G2500130813302 0 842
47519610.09: G4700510961098 0 842
42298048.00: G42012908048 1 529
17978645.00: G1700970864503 0 842
06070019.00: G06010700019 1 99
17316603.00: G17003106603 1 372
40219864.00: G40012109864 1 581
17313302.00: G17003103302 1 2
23050035.00: G23000500035 1 325
12250004.00: G1200250000408 1 301
22619610.00: G22006109610 0 842
40430045.00: G40014300045 1 99
13551602.00: G13025501602 1 581
01399620.00: G01003909620 1 581
06375023.00: G06003705023 1 372
31090022.00: G31010900022 1 372
40539562.00: G40005309562 0 842
09135304.00: G09001305304 1 633
18519714.00: G18015109714 1 289
06730128.00: G06007300128 1 153
06816037.00: G06008106037 1 99
26450129.00: G26014500129 0 842
17313405.00: G17003103405 1 165
01439643.00: G01004309643 1 281
06374335.00: G06003704335 1 200
12250102.00: G1200250010201 1 240
39351097.00: G39003501097 1 529
19690101.00: G19016900101 0 842
06070035.00: G06000700035 1 240
39490067.01: G3900490006710 1 99
13219505.00: G13032109505 1 424
12090213.00: G12010900213 1 240
40091009.00: G40010901009 1 99
36070133.00: G3600070013301 1 240
40430057.00: G40014300057 1 200
45350110.09: G4500350011098 1 200
01719509.00: G01007109509 1 200
42912032.00: G4200910203204 1 272
41390035.00: G41003900035 1 99
53350922.00: G53003500922 1 581
13131401.00: G1301130140101 1 240
06971539.00: G06009701539 1 424
36099601.00: G36000909601 0 842
04159509.00: G04001509509 1 581
24253061.00: G24002503061 0 842
06670093.01: G0600670009310 1 99
34210025.00: G34002100025 0 842
41390028.00: G41003900028 1 153
05350309.00: G05003500309 0 842
06110080.00: G0601110008003 1 99
06650424.00: G06006500424 1 424
17379519.00: G17013709519 0 842
39610227.00: G39006100227 0 842
28239504.00: G28012309504 0 842
06379200.00: G0600370920003 1 240
17312218.00: G17003102218 1 272
06372693.00: G06003702693 1 372
06371998.00: G06003701998 1 153
13630406.00: G1300630040608 0 842
13150101.00: G1302150010102 1 464
34258023.00: G34002508023 1 325
36031102.00: G36010301102 1 99
30110009.00: G3001110000901 1 372
17310205.00: G17003100205 1 153
13210135.00: G1300210013501 1 289
18890310.00: G18008900310 0 842
20770007.00: G20017700007 1 633
12270816.00: G12012700816 1 281
17312923.00: G17003102923 0 842
06372970.00: G06003702970 1 372
27251102.00: G27002501102 0 842
13590011.00: G13005900011 1 424
06379003.00: G06003709003 1 464
09010607.00: G09000100607 1 153
22330045.00: G2200330004504 1 240
06070005.00: G06010700005 1 529
26250022.00: G26002500022 1 272
22710033.00: G2200710003304 1 240
29719602.00: G29017109602 0 842
41510051.00: G41005100051 0 842
06890111.00: G06008900111 0 842
06750119.00: G06007500119 1 2
30319862.00: G30003109862 1 424
45510507.00: G45005100507 1 529
08639921.00: G08006309921 0 842
01339957.00: G01013309957 1 424
25277241.00: G25002707241 1 529
26112904.00: G26011102904 1 301
36070125.00: G36000700125 0 842
26112909.00: G26011102909 1 301
12030278.00: G12010300278 1 289
34258022.00: G34002508022 1 372
53110414.00: G53001100414 0 842
36290132.00: G3600290013201 1 99
13210004.00: G13012100004 0 842
47650114.00: G4700650011404 1 99
24054112.00: G2400050411202 1 372
13510107.09: G1300510010798 1 372
34258028.00: G34002508028 1 325
17898507.00: G1700890850702 1 325
17430038.00: G17014300038 0 842
17312705.00: G17003102705 0 842
06375741.00: G06003705741 1 372
48130175.00: G48011300175 1 200
36150101.00: G36001500101 0 842
34258063.00: G34002508063 1 529
39170118.00: G3900170011801 1 473
42034135.00: G42000304135 1 99
20770035.00: G20017700035 1 424
53530702.00: G5300530070202 0 842
34258105.00: G3400250810502 1 424
51600701.09: G5105600070198 0 842
40091075.08: G4001090107585 1 99
27090019.00: G27010900019 0 842
12710017.00: G1200710001701 1 301
17318213.00: G17003108213 0 842
40091087.00: G4001090108702 1 240
42691002.00: G42006901002 1 281
06371873.00: G06003701873 1 99
42912014.00: G4200910201408 1 153
39351871.00: G3900350187103 1 301
08010085.01: G0800010008517 1 99
42950159.00: G4200950015902 0 842
39170102.00: G3900170010201 1 464
13210106.00: G1301210010602 1 289
42454081.00: G4200450408101 1 529
42912009.00: G4200910200905 0 842
17635032.00: G1701630503202 0 842
42293070.00: G42002903070 1 633
19530106.00: G19015300106 0 842
41510002.00: G41005100002 1 2
42430230.00: G42004300230 1 240
39998044.00: G39009908044 1 200
12270823.00: G1201270082302 0 842
06014093.00: G06000104093 1 372
06591100.01: G0600590110012 1 424
40091081.00: G4001090108104 1 200
26635858.00: G26016305858 1 99
06014306.00: G06000104306 1 372
39930715.00: G39009300715 0 842
48150211.00: G48021500211 1 424
34297156.00: G34002907156 1 424
39375550.00: G39003705550 1 272
55730007.00: G55007300007 1 341
48291904.00: G48002901904 1 424
42298043.00: G42012908043 1 200
48639806.00: G48036309806 1 581
39679757.00: G39006709757 0 842
48291913.00: G48002901913 1 424
42990307.00: G42009900307 0 842
42293027.00: G4200290302701 1 529
34230031.00: G3400230003101 1 325
36270100.00: G36002700100 0 842
48290002.00: G48032900002 0 842
06990031.00: G06009900031 0 842
18973806.00: G18009703806 1 200
39430410.00: G39004300410 0 842
12050019.00: G12000500019 1 99
20959913.00: G20009509913 0 842
24037313.00: G2400030731303 1 372
12030244.00: G1201030024407 1 153
41670313.00: G41006700313 1 153
42454087.00: G42004504087 1 529
42293004.00: G42002903004 1 529
48450065.00: G48024500065 1 424
20979691.00: G20009709691 0 842
42979606.00: G42009709606 0 842
24037311.00: G2400030731102 1 424
20859828.00: G20008509828 0 842
48090013.00: G48030900013 1 200
39559216.00: G39015509216 0 842
30099657.00: G30000909657 0 842
36830517.00: G3600830051701 0 842
39490036.00: G39004900036 1 99
39570212.00: G39015700212 1 464
39650323.00: G39016500323 0 842
48659606.00: G48026509606 1 464
39610216.00: G3900610021603 1 153
09135281.00: G09001305281 1 633
36050284.00: G36000500284 1 464
06730148.00: G0600730014803 1 153
26270005.00: G26002700005 0 842
06070013.00: G06010700013 1 99
39170131.00: G39001700131 1 240
41390034.00: G41003900034 1 99
41390030.00: G41003900030 1 99
41390039.00: G41003900039 1 99
55079606.00: G55000709606 0 842
36031478.00: G3601030147804 1 153
22299902.00: G22002909902 1 464
20599871.00: G20015909871 0 842
42810116.00: G42008100116 1 464
42239707.00: G42012309707 1 529
50279660.00: G50002709660 0 842
37670031.00: G3700670003104 1 529
39230009.00: G3900230000901 1 424
20959911.00: G20009509911 0 842
40239893.00: G40012309893 1 240
06230104.00: G06002300104 0 842
34230061.00: G3400230006103 1 281
25056531.00: G25000506531 1 240
41510044.00: G41005100044 1 153
17679537.00: G17006709537 0 842
45410006.00: G45004100006 1 272
13799704.00: G13027909704 0 842
34258080.00: G3400250808002 1 372
34090220.00: G34000900220 1 341
39199820.00: G39011909820 1 581
45630207.00: G4500630020702 1 464
25173826.00: G25001703826 1 272
36130303.00: G36001300303 0 842
48279508.00: G48022709508 0 842
49050004.00: G49000500004 1 240
30499799.00: G30004909799 1 372
36290148.00: G3600290014803 0 842
40190105.00: G40011900105 1 240
40430002.00: G40014300002 1 200
41179919.00: G41001709919 1 464
36550114.00: G36005500114 1 200
42199027.00: G42001909027 0 842
39950083.00: G3900950008301 1 200
20610010.00: G20016100010 1 464
42710134.00: G42007100134 1 325
41470019.00: G41004700019 1 99
39490021.00: G39004900021 1 200
36219908.00: G36012109908 0 842
34390381.00: G3400390038101 1 372
36810664.09: G3600810066498 1 325
39030116.00: G39000300116 0 842
39351119.00: G3900350111902 1 325
25039214.00: G25000309214 1 372
33019664.00: G33000109664 0 842
36130370.00: G36001300370 0 842
09075701.00: G09000705701 1 372
27530247.00: G27005300247 1 281
47630407.00: G47016300407 1 301
44030201.00: G4400030020102 1 200
41050207.00: G41000500207 1 424
34270433.00: G3400270043303 1 99
33110104.00: G33001100104 1 99
36530301.00: G3600530030103 0 842
48390614.00: G48013900614 0 842
17739595.00: G17017309595 0 842
37570618.00: G3700570061802 0 842
55170104.00: G55011700104 0 842
39030117.00: G39000300117 1 272
12570109.00: G12005700109 1 153
39410103.00: G39004100103 1 240
24054044.00: G2400050404402 1 372
41510085.00: G41005100085 1 99
42010098.00: G42010100098 1 529
34270433.00: G3400270043301 0 842
42010064.00: G42010100064 1 529
50159536.00: G50001509536 0 842
37070106.00: G37010700106 1 424
20790306.00: G20007900306 0 842
39351782.00: G3900350178201 1 289
48391035.00: G48043901035 1 247
48510004.00: G48045100004 1 685
34230086.00: G3400230008602 1 240
39010010.00: G39010100010 0 842
42010083.00: G42010100083 1 272
39110402.00: G39001100402 0 842
24054085.00: G2400050408504 1 372
41510014.00: G41005100014 1 2
48179610.00: G48021709610 0 842
29190010.00: G2900190001001 1 99
26635224.00: G26016305224 1 240
36050409.00: G36000500409 0 842
24054037.00: G2400050403701 1 529
45790115.00: G45007900115 1 99
13510026.00: G13005100026 0 842
41390051.00: G41003900051 1 99
41390027.00: G41003900027 1 153
41390043.00: G41003900043 1 153
39670216.00: G39016700216 0 842
04050012.00: G04000500012 1 464
39030137.00: G39000300137 1 272
41470011.00: G41004700011 1 99
17318198.00: G1700310819801 1 240
39230015.00: G39002300015 1 424
40499916.00: G40004909916 0 842
39572401.00: G39005702401 1 341
18950003.00: G18009500003 1 153
39610256.00: G39006100256 1 99
41670329.00: G41006700329 1 281
41030011.00: G41000300011 1 0
41390053.00: G41003900053 1 99
46499811.00: G46004909811 0 842
41110002.00: G41001100002 1 325
17438419.00: G17004308419 0 842
36050351.00: G36000500351 0 842
33079509.00: G33000709509 0 842
41510088.00: G41005100088 1 153
36010146.00: G3600010014606 0 842
01890014.00: G01008900014 1 99
17950008.00: G17019500008 0 842
36810243.00: G36008100243 1 240
06790101.00: G06007900101 1 464
34350538.00: G3400350053803 1 372
12010320.00: G1201010032002 1 464
36050462.00: G3600050046202 1 464
27530002.00: G27005300002 0 842
34270416.00: G3400270041604 1 372
34270420.00: G34002700420 1 153
39897504.00: G39008907504 1 581
40370005.00: G40013700005 1 240
39950007.00: G39009500007 1 240
39390002.00: G39013900002 1 581
39998005.00: G39009908005 1 200
36670114.00: G3600670011402 1 424
39610048.00: G39006100048 1 281
29210008.00: G29002100008 1 200
23190150.00: G23001900150 0 842
01010003.08: G0101010000385 0 842
36594149.00: G36005904149 1 272
39870503.00: G39008700503 0 842
06014443.00: G06000104443 1 372
39339751.00: G39003309751 0 842
19979505.00: G19009709505 0 842
34390338.00: G34003900338 1 325
12190313.00: G12001900313 1 464
42171009.00: G42001701009 1 240
36850147.00: G36008500147 1 99
39351381.01: G3900350138110 1 424
39351361.00: G3900350136103 1 424
39351351.00: G3900350135105 1 424
29190016.00: G2900190001601 1 372
30319865.00: G30003109865 1 424
39610099.00: G3900610009901 1 424
04130931.00: G0400130093101 1 200
39351841.00: G3900350184103 0 842
17239614.00: G17012309614 0 842
20259505.00: G20012509505 0 842
04030018.00: G04000300018 1 581
12150201.00: G12001500201 1 529
09054253.00: G09000504253 1 633
23179960.00: G23001709960 0 842
39490097.05: G3900490009750 1 200
06730188.00: G0600730018801 1 281
55279605.00: G55002709605 0 842
18530107.00: G18005300107 1 325
29299502.00: G29002909502 0 842
29892216.00: G2901890221601 1 272
40173006.00: G40001703006 1 473
39070001.00: G3900070000101 1 529
39430412.00: G39004300412 0 842
24010016.00: G2400010001601 1 341
40430088.00: G40014300088 1 153
